,medalist_name,Event,Medal,Gender
125803,Bakhtiyar Akhmedov,freestyle wrestling,gold,male
125808,Bazar Bazarguruev,freestyle wrestling,bronze,male
125828,Besik Kudukhov,freestyle wrestling,bronze,male
125872,Buvaisar Saitiev,freestyle wrestling,gold,male
126001,David Musuľbes,freestyle wrestling,silver,male
126036,Disney Rodríguez,freestyle wrestling,bronze,male
126185,Georgy Ketoyev,freestyle wrestling,bronze,male
126193,Gheorghiță Ștefan,freestyle wrestling,bronze,male
126199,Giorgi Gogshelidze,freestyle wrestling,silver,male
126262,Henry Cejudo,freestyle wrestling,gold,male
126469,Kenichi Yumoto,freestyle wrestling,silver,male
126485,Khetag Gazyumov,freestyle wrestling,bronze,male
126503,Kiril Terziev,freestyle wrestling,bronze,male
126683,Marid Mutalimov,freestyle wrestling,bronze,male
126735,Mavlet Batirov,freestyle wrestling,gold,male
126773,Michel Batista Martínez,freestyle wrestling,bronze,male
126806,Morad Mohammadi,freestyle wrestling,bronze,male
126813,Murad Gaidarov,freestyle wrestling,silver,male
126918,Otar Tushishvili,freestyle wrestling,bronze,male
126982,Radoslav Velikov,freestyle wrestling,bronze,male
126994,Ramazan Şahin,freestyle wrestling,gold,male
127020,Revaz Mindorashvili,freestyle wrestling,gold,male
127148,Shirvani Muradov,freestyle wrestling,gold,male
127208,Sushil Kumar,freestyle wrestling,bronze,male
127238,Taras Danko,freestyle wrestling,bronze,male
127289,Tomohiro Matsunaga,freestyle wrestling,silver,male
127451,Yusup Abdusalomov,freestyle wrestling,silver,male
127515,Agnieszka Wieszczek-Kordus,freestyle wrestling,bronze,female
127537,Alena Kartashova,freestyle wrestling,silver,female
127767,Carol Huynh,freestyle wrestling,gold,female
127797,Chiharu Icho,freestyle wrestling,silver,female
128201,Iryna Merleni,freestyle wrestling,bronze,female
128210,Jackeline Rentería,freestyle wrestling,bronze,female
128318,Kaori Icho,freestyle wrestling,gold,female
128399,Kyoko Hamaguchi,freestyle wrestling,bronze,female
128571,Mariya Stadnik,freestyle wrestling,bronze,female
128873,Randi Miller,freestyle wrestling,bronze,female
128976,Saori Yoshida,freestyle wrestling,gold,female
129056,Stanka Zlateva,freestyle wrestling,silver,female
129171,Tonya Verbeek,freestyle wrestling,bronze,female
129232,Wang Jiao,freestyle wrestling,gold,female
129262,Xu Li,freestyle wrestling,silver,female
129297,Yelena Shalygina,freestyle wrestling,bronze,female
129384,Adam Wheeler,greco-roman wrestling,bronze,male
129471,Andrea Minguzzi,greco-roman wrestling,gold,male
129534,Armen Vardanyan,greco-roman wrestling,bronze,male
129544,Aslanbek Khushtov,greco-roman wrestling,gold,male
129655,Chang Yongxiang,greco-roman wrestling,silver,male
129698,Christophe Guénot,greco-roman wrestling,bronze,male
130080,Islambek Albiev,greco-roman wrestling,gold,male
130191,Kanatbek Begaliev,greco-roman wrestling,silver,male
130406,Manuchar Kvirkvelia,greco-roman wrestling,gold,male
130421,Marek Švec,greco-roman wrestling,bronze,male
130531,Mijaín López,greco-roman wrestling,gold,male
130541,Mikhail Siamionau,greco-roman wrestling,bronze,male
130543,Mindaugas Mizgaitis,greco-roman wrestling,silver,male
130547,Mirko Englich,greco-roman wrestling,silver,male
130597,Nazmi Avluca,greco-roman wrestling,bronze,male
130598,Nazyr Mankiev,greco-roman wrestling,gold,male
130634,Nurbakyt Tengizbayev,greco-roman wrestling,silver,male
130687,Park Eun-Chul,greco-roman wrestling,bronze,male
130802,Roman Amoyan,greco-roman wrestling,bronze,male
130816,Rovshan Bayramov,greco-roman wrestling,silver,male
130821,Ruslan Tumenbaev,greco-roman wrestling,bronze,male
130892,Sheng Jiang,greco-roman wrestling,bronze,male
130932,Steeve Guénot,greco-roman wrestling,gold,male
131159,Yannick Szczepaniak,greco-roman wrestling,bronze,male
131162,Yavor Yanakiev,greco-roman wrestling,bronze,male
131200,Yury Patrikeyev,greco-roman wrestling,bronze,male
131234,Zoltán Fodor,greco-roman wrestling,silver,male
